id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p8_9,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p9_8,p9_9,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p12,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
1682,Hombre,37,35-44,50.001 - 100.000,Ciudad Real,Castilla - La Mancha,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),Vox,0 no le votaría nunca,10 le votaría siempre,7,0 no le votaría nunca,PP (Partido Popular),10 extrema derecha,Poco,Bastante,Nada,Nada,Mucho,Poco,Poco,Bastante,Nada,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he oído hablar de ella",Muy de acuerdo,Nada de acuerdo,Bastante de acuerdo,Muy de acuerdo,Bastante de acuerdo,Poco de acuerdo,Con ninguno de los dos,Muy mal,Muy mal,Mal,Mal,Muy mal,Muy mal,Bien,Bien,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.9814942112229877
1683,Hombre,30,25-34,100.001 - 500.000,Santa Cruz de Tenerife,Canarias,"Sí, con uno/a de 9 a 12 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),9,3,1,4,PSOE (Partido Socialista Obrero Español),5,Bastante,Bastante,Poco,Bastante,Mucho,Bastante,Poco,Poco,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Nada de acuerdo,No lo sé,Muy de acuerdo,No lo sé,Bastante de acuerdo,Con ambos por igual,Bien,Bien,Bien,Bien,Bien,Regular,Regular,Mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.8748639612149194
1684,Mujer,37,35-44,100.001 - 500.000,Cádiz,Andalucía,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PSOE (Partido Socialista Obrero Español),8,8,4,6,Otro,4,Poco,Mucho,Poco,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Bastante de acuerdo,No lo sé,No lo sé,No lo sé,Bastante de acuerdo,Con ambos por igual,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Más de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",0.7176647017336618
1685,Mujer,56,55-64,< 10.000,Barcelona,Cataluña,"Sí, con uno/a de 0 a 8 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",JxCAT – Junts (Junts per Catalunya – Junts),JxCAT – Junts (Junts per Catalunya – Junts),3,1,0 no le votaría nunca,4,JxCAT – Junts (Junts per Catalunya – Junts),4,Mucho,Mucho,Nada,Bastante,Bastante,Mucho,Bastante,Mucho,Poco,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Poco de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con ninguno de los dos,Regular,Regular,Mal,Regular,Regular,Regular,Mal,Muy mal,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",0.9985304602617502
1686,Mujer,49,45-54,50.001 - 100.000,Málaga,Andalucía,No convivo con ningún/a hijo/a,Otros,C,Llego/se llega justo a final de mes,2,No lo sé,No lo sé,5,5,5,5,No voté,5,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No lo sé,No lo sé,Bien,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Media,Trabaja,Otros,0.8094972734896481
1687,Mujer,46,45-54,100.001 - 500.000,Bizkaia,País Vasco,"Sí, con uno/a de 13 a 17 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,B,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),PSOE (Partido Socialista Obrero Español),5,0 no le votaría nunca,0 no le votaría nunca,2,EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),3,Bastante,Bastante,Bastante,Bastante,Mucho,Bastante,Poco,Poco,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Bastante de acuerdo,No lo sé,No lo sé,Muy de acuerdo,No lo sé,No lo sé,Con ninguno de los dos,Regular,Regular,Regular,Regular,Regular,No lo sé,No lo sé,No lo sé,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, primer ciclo",0.6791553554694185
1688,Hombre,58,55-64,10.001 - 20.000,Bizkaia,País Vasco,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",Sumar,PSOE (Partido Socialista Obrero Español),8,0 no le votaría nunca,0 no le votaría nunca,8,Sumar,2,Bastante,Mucho,Bastante,Bastante,Mucho,Bastante,Bastante,Nada,Bastante,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con ninguno de los dos,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",0.9010163165386471
1689,Hombre,41,35-44,100.001 - 500.000,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,He tenido/se ha tenido que echar mano del ahorro,"10 con toda seguridad, iría a votar",Vox,Vox,0 no le votaría nunca,5,10 le votaría siempre,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),5,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Bastante,Mucho,Mucho,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con Israel,Regular,Regular,Muy bien,Mal,Muy mal,Muy mal,Regular,Regular,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",1.136874477852713
1690,Hombre,38,35-44,100.001 - 500.000,Bizkaia,País Vasco,"Sí, con uno/a de 9 a 12 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),Sumar,8,5,0 no le votaría nunca,8,Sumar,4,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con Palestina,Regular,Regular,Muy mal,Mal,Muy mal,Muy mal,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.8638601850010688
1691,Hombre,59,55-64,10.001 - 20.000,"Palmas, Las",Canarias,"Sí, con uno/a de 13 a 17 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Llego/se llega justo a final de mes,8,Coalición Canaria,Coalición Canaria,2,2,2,2,Coalición Canaria,2,Bastante,Mucho,Poco,Bastante,Mucho,Bastante,Bastante,Poco,Poco,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con ninguno de los dos,Mal,Mal,Mal,Mal,Mal,Mal,Mal,Mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.880942078927136
1692,Mujer,35,35-44,< 10.000,Valencia/València,Comunitat Valenciana,No convivo con ningún/a hijo/a,"Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",E1,Llego/se llega justo a final de mes,1,Prefiero no contestar,Prefiero no contestar,2,0 no le votaría nunca,0 no le votaría nunca,5,Prefiero no contestar,No lo sé,Mucho,Mucho,Bastante,Mucho,Bastante,Bastante,Bastante,Bastante,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",1.1490791351962326
1693,Mujer,43,35-44,100.001 - 500.000,Córdoba,Andalucía,"Sí, con uno/a de 0 a 8 años",Tercer Grado (Máster),A1,Ahorro/se ahorra bastante dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),8,4,2,6,PSOE (Partido Socialista Obrero Español),4,Mucho,Mucho,Poco,Bastante,Poco,Mucho,Bastante,Mucho,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con Palestina,Regular,Bien,Muy mal,Bien,Regular,Bien,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.989831132132691
1694,Hombre,71,65+,20.001 - 50.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",C,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,10 le votaría siempre,9,0 no le votaría nunca,Vox,6,Bastante,Mucho,Mucho,Mucho,Mucho,Bastante,Mucho,Mucho,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",Muy de acuerdo,Muy de acuerdo,No lo sé,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con ambos por igual,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Regular,Muy mal,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",1.053381878216165
1695,Hombre,58,55-64,50.001 - 100.000,Cantabria,Cantabria,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,He tenido/se ha tenido que echar mano del ahorro,6,PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,8,5,0 no le votaría nunca,PP (Partido Popular),6,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Con Israel,Bien,Regular,Bien,Muy mal,Muy mal,Muy mal,Bien,Bien,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",0.9572233019601185
1696,Mujer,31,25-34,< 10.000,Tarragona,Cataluña,"Sí, con uno/a de 0 a 8 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",B,Ahorro/se ahorra un poco de dinero cada mes,9,Sumar,Sumar,7,3,0 no le votaría nunca,8,PSOE (Partido Socialista Obrero Español),4,Mucho,Bastante,Bastante,Bastante,Mucho,Mucho,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Con ninguno de los dos,Regular,Bien,Regular,Mal,Mal,Mal,Mal,Muy mal,Menos de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",0.9790933921077944
1697,Hombre,41,35-44,100.001 - 500.000,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Llego/se llega justo a final de mes,5,Prefiero no contestar,Prefiero no contestar,No lo sé,No lo sé,No lo sé,No lo sé,Prefiero no contestar,5,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Con ambos por igual,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.9157983549472739
1698,Hombre,44,35-44,< 10.000,Segovia,Castilla y León,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra un poco de dinero cada mes,4,No lo sé,Ninguno,5,1,0 no le votaría nunca,0 no le votaría nunca,No voté,5,Bastante,Poco,Bastante,Mucho,Mucho,Bastante,Bastante,Bastante,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Bastante de acuerdo,Bastante de acuerdo,No lo sé,Muy de acuerdo,No lo sé,Muy de acuerdo,Con Israel,Bien,Regular,Muy bien,Regular,Regular,Mal,Regular,Mal,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",1.2548028316983926
1699,Hombre,62,55-64,< 10.000,Cantabria,Cantabria,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,"0 con toda seguridad, NO iría a votar",No votaría,Ninguno,0 no le votaría nunca,6,0 no le votaría nunca,0 no le votaría nunca,No voté,5,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Con ninguno de los dos,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",1.1008149182190898
1700,Mujer,26,25-34,50.001 - 100.000,Asturias,"Asturias, Principado de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",Vox,Vox,0 no le votaría nunca,6,8,0 no le votaría nunca,Vox,7,Poco,Bastante,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Con Israel,Bien,No lo sé,No lo sé,Muy mal,Muy mal,No lo sé,No lo sé,No lo sé,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",0.88167735603337
1701,Hombre,42,35-44,10.001 - 20.000,Jaén,Andalucía,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Ahorro/se ahorra un poco de dinero cada mes,No lo sé,Otro,Otro,1,0 no le votaría nunca,0 no le votaría nunca,3,Otro,0 extrema izquierda,Mucho,Nada,Mucho,Nada,Poco,Bastante,Poco,Bastante,Bastante,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sí, he oído hablar de ella",No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Con ninguno de los dos,Muy mal,No lo sé,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",1.0932934981711941
1702,Mujer,41,35-44,20.001 - 50.000,Badajoz,Extremadura,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,5,No lo sé,No lo sé,5,5,5,5,No voté,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he oído hablar de ella",No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.9647717904495046
1703,Mujer,30,25-34,20.001 - 50.000,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),9,0 no le votaría nunca,0 no le votaría nunca,6,PSOE (Partido Socialista Obrero Español),4,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con Palestina,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.9738402026970328
1704,Hombre,47,45-54,< 10.000,Cantabria,Cantabria,"Sí, con uno/a de 9 a 12 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),Ninguno,2,7,0 no le votaría nunca,0 no le votaría nunca,PP (Partido Popular),5,Mucho,Bastante,Mucho,Bastante,Mucho,Mucho,Poco,Mucho,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,No lo sé,Muy de acuerdo,Muy de acuerdo,Con Israel,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Menos de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",1.076742636434339
